#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BIK	BNIP3	9606.ENSP00000216115	9606.ENSP00000357625	0	0	0	0	0	0.074	0	0.625	0.637
BIK	BOK	9606.ENSP00000216115	9606.ENSP00000314132	0	0	0	0	0	0	0	0.721	0.721
BIN1	APOB	9606.ENSP00000316779	9606.ENSP00000233242	0	0	0	0	0	0	0.540	0.068	0.552
BIN1	EPN3	9606.ENSP00000316779	9606.ENSP00000268933	0	0	0	0	0.070	0.091	0	0.836	0.849
BIN1	MAP1B	9606.ENSP00000316779	9606.ENSP00000296755	0	0	0	0	0.058	0	0	0.509	0.518
BIN1	CFL2	9606.ENSP00000316779	9606.ENSP00000298159	0	0	0	0	0.098	0.071	0	0.577	0.614
BIN1	CAV1	9606.ENSP00000316779	9606.ENSP00000339191	0	0	0	0	0.088	0	0	0.479	0.505
BIN1	SAA2-SAA4	9606.ENSP00000316779	9606.ENSP00000485552	0	0	0	0	0	0	0.540	0	0.540
BIN1	LPL	9606.ENSP00000316779	9606.ENSP00000497642	0	0	0	0	0	0	0.540	0.052	0.545
BIN1	PCYOX1	9606.ENSP00000316779	9606.ENSP00000387654	0	0	0	0	0.054	0	0.540	0	0.546
BIN1	PLTP	9606.ENSP00000316779	9606.ENSP00000417138	0	0	0	0	0.062	0	0.540	0	0.550
BIN1	VLDLR	9606.ENSP00000316779	9606.ENSP00000371532	0	0	0	0	0	0	0.540	0.176	0.604
BIN1	FERMT2	9606.ENSP00000316779	9606.ENSP00000342858	0	0	0	0	0.057	0	0	0.621	0.627
BIN1	MS4A4A	9606.ENSP00000316779	9606.ENSP00000338648	0	0	0	0	0.057	0	0	0.624	0.631
BIN1	SH3KBP1	9606.ENSP00000316779	9606.ENSP00000380921	0	0	0	0	0.075	0	0	0.649	0.662
BLNK	FCGR2B	9606.ENSP00000224337	9606.ENSP00000351497	0	0	0	0	0.175	0	0	0.353	0.443
BLNK	EBF1	9606.ENSP00000224337	9606.ENSP00000322898	0	0	0	0	0.074	0	0	0.655	0.666
BLNK	SH3KBP1	9606.ENSP00000224337	9606.ENSP00000380921	0	0	0	0	0	0.635	0.800	0.930	0.994
BMP2	DCN	9606.ENSP00000368104	9606.ENSP00000052754	0	0	0	0	0.042	0	0	0.441	0.442
BMP2	TGFBR3	9606.ENSP00000368104	9606.ENSP00000212355	0	0	0	0	0	0.045	0	0.825	0.825
BMP2	TWIST1	9606.ENSP00000368104	9606.ENSP00000242261	0	0	0	0	0.054	0	0	0.441	0.449
BMP2	ACVR1C	9606.ENSP00000368104	9606.ENSP00000243349	0	0	0	0	0.055	0.457	0	0.366	0.647
BMP2	BMP4	9606.ENSP00000368104	9606.ENSP00000245451	0	0	0.055	0.960	0.072	0	0.900	0.708	0.970
BMP2	SOX9	9606.ENSP00000368104	9606.ENSP00000245479	0	0	0	0	0.067	0.057	0	0.808	0.816
BMP2	MMP13	9606.ENSP00000368104	9606.ENSP00000260302	0	0	0	0	0.044	0	0	0.579	0.581
BMP2	VWF	9606.ENSP00000368104	9606.ENSP00000261405	0	0	0	0	0	0.071	0	0.619	0.630
BMP2	FGF2	9606.ENSP00000368104	9606.ENSP00000264498	0	0	0	0	0.085	0	0	0.934	0.937
BMP2	PPARG	9606.ENSP00000368104	9606.ENSP00000287820	0	0	0	0	0.056	0	0	0.541	0.548
BMP2	FSTL1	9606.ENSP00000368104	9606.ENSP00000295633	0	0	0	0	0.083	0.405	0.500	0.501	0.845
BMP2	FOS	9606.ENSP00000368104	9606.ENSP00000306245	0	0	0	0	0.045	0	0	0.431	0.433
BMP2	LEP	9606.ENSP00000368104	9606.ENSP00000312652	0	0	0	0	0	0	0	0.570	0.570
BMP2	WNT11	9606.ENSP00000368104	9606.ENSP00000325526	0	0	0	0	0	0.097	0	0.408	0.443
BMP2	BGN	9606.ENSP00000368104	9606.ENSP00000327336	0	0	0	0	0.062	0	0	0.733	0.738
BMP2	COL10A1	9606.ENSP00000368104	9606.ENSP00000327368	0	0	0	0	0	0.099	0	0.532	0.560
BMP2	FN1	9606.ENSP00000368104	9606.ENSP00000346839	0	0	0	0	0.080	0	0	0.898	0.902
BMP2	COL11A1	9606.ENSP00000368104	9606.ENSP00000359114	0	0	0	0	0	0.099	0	0.542	0.570
BMP2	CHRDL1	9606.ENSP00000368104	9606.ENSP00000361112	0	0	0	0	0.048	0.091	0.500	0.298	0.655
BMP2	KLF4	9606.ENSP00000368104	9606.ENSP00000363804	0	0	0	0	0.065	0.054	0	0.386	0.409
BMP2	OGN	9606.ENSP00000368104	9606.ENSP00000364711	0	0	0	0	0	0	0	0.519	0.519
BMP2	ID1	9606.ENSP00000368104	9606.ENSP00000365280	0	0	0	0	0.086	0	0	0.586	0.605
BMP2	GPC3	9606.ENSP00000368104	9606.ENSP00000377836	0	0	0	0	0.064	0.180	0	0.285	0.403
BMP2	FOXO1	9606.ENSP00000368104	9606.ENSP00000368880	0	0	0	0	0.074	0	0	0.401	0.422
BMP2	SDC1	9606.ENSP00000368104	9606.ENSP00000370542	0	0	0	0	0.068	0	0	0.419	0.436
BMP2	FGF13	9606.ENSP00000368104	9606.ENSP00000396198	0	0	0	0	0.051	0	0	0.640	0.644
BMP2	IGF1	9606.ENSP00000368104	9606.ENSP00000376637	0	0	0	0	0	0	0	0.784	0.784
BMP2	MSX1	9606.ENSP00000368104	9606.ENSP00000372170	0	0	0	0	0.050	0	0	0.795	0.797
BMP4	DCN	9606.ENSP00000245451	9606.ENSP00000052754	0	0	0	0	0.060	0	0	0.574	0.582
BMP4	TGFBR3	9606.ENSP00000245451	9606.ENSP00000212355	0	0	0	0	0.054	0.045	0	0.750	0.754
BMP4	APOB	9606.ENSP00000245451	9606.ENSP00000233242	0	0	0	0	0.057	0.064	0	0.493	0.513
BMP4	TWIST1	9606.ENSP00000245451	9606.ENSP00000242261	0	0	0	0	0.052	0	0	0.495	0.501
BMP4	ACVR1C	9606.ENSP00000245451	9606.ENSP00000243349	0	0	0	0	0.053	0.457	0	0.517	0.730
BMP4	CEBPA	9606.ENSP00000245451	9606.ENSP00000427514	0	0	0	0	0.042	0.045	0	0.415	0.418
BMP4	MESP1	9606.ENSP00000245451	9606.ENSP00000300057	0	0	0	0	0.055	0	0	0.412	0.420
BMP4	ARHGAP6	9606.ENSP00000245451	9606.ENSP00000338967	0	0	0	0	0	0	0	0.427	0.427
BMP4	VIM	9606.ENSP00000245451	9606.ENSP00000446007	0	0	0	0	0.057	0.091	0	0.402	0.443
BMP4	FGFR3	9606.ENSP00000245451	9606.ENSP00000339824	0	0	0	0	0.045	0.093	0	0.415	0.449
BMP4	COL10A1	9606.ENSP00000245451	9606.ENSP00000327368	0	0	0	0	0.047	0.099	0	0.411	0.450
BMP4	GPC3	9606.ENSP00000245451	9606.ENSP00000377836	0	0	0	0	0.067	0.180	0	0.340	0.451
BMP4	VWF	9606.ENSP00000245451	9606.ENSP00000261405	0	0	0	0	0	0.071	0	0.440	0.458
BMP4	ID4	9606.ENSP00000245451	9606.ENSP00000367972	0	0	0	0	0.047	0	0	0.463	0.466
BMP4	PPARG	9606.ENSP00000245451	9606.ENSP00000287820	0	0	0	0	0.064	0	0	0.487	0.499
BMP4	OLFML3	9606.ENSP00000245451	9606.ENSP00000322273	0	0	0	0	0.075	0	0	0.493	0.510
BMP4	ZBTB16	9606.ENSP00000245451	9606.ENSP00000338157	0	0	0	0	0	0.054	0	0.534	0.540
BMP4	CHRDL1	9606.ENSP00000245451	9606.ENSP00000361112	0	0	0	0	0.042	0.091	0	0.544	0.569
BMP4	ID1	9606.ENSP00000245451	9606.ENSP00000365280	0	0	0	0	0.084	0	0	0.587	0.606
BMP4	IGF1	9606.ENSP00000245451	9606.ENSP00000376637	0	0	0	0	0.042	0	0	0.605	0.606
BMP4	CCN1	9606.ENSP00000245451	9606.ENSP00000398736	0	0	0	0	0.110	0	0	0.579	0.609
BMP4	WNT11	9606.ENSP00000245451	9606.ENSP00000325526	0	0	0	0	0.084	0.097	0	0.572	0.615
BMP4	OSR2	9606.ENSP00000245451	9606.ENSP00000414657	0	0	0	0	0.072	0.054	0	0.627	0.644
BMP4	KLF4	9606.ENSP00000245451	9606.ENSP00000363804	0	0	0	0	0.042	0.054	0	0.640	0.645
BMP4	FN1	9606.ENSP00000245451	9606.ENSP00000346839	0	0	0	0	0.083	0	0	0.702	0.715
BMP4	SOX9	9606.ENSP00000245451	9606.ENSP00000245479	0	0	0	0	0.076	0.057	0	0.706	0.722
BMP4	FGF13	9606.ENSP00000245451	9606.ENSP00000396198	0	0	0	0	0.051	0	0	0.734	0.737
BMP4	FBN1	9606.ENSP00000245451	9606.ENSP00000325527	0	0	0	0	0.063	0.053	0	0.732	0.742
BMP4	FSTL1	9606.ENSP00000245451	9606.ENSP00000295633	0	0	0	0	0.084	0.405	0	0.600	0.762
BMP4	BGN	9606.ENSP00000245451	9606.ENSP00000327336	0	0	0	0	0.072	0	0	0.848	0.852
BMP4	FGF2	9606.ENSP00000245451	9606.ENSP00000264498	0	0	0	0	0.063	0	0	0.870	0.873
BMP4	MSX1	9606.ENSP00000245451	9606.ENSP00000372170	0	0	0	0	0.062	0	0	0.908	0.910
BMP4	BMP2	9606.ENSP00000245451	9606.ENSP00000368104	0	0	0.055	0.960	0.072	0	0.900	0.708	0.970
BNIP3	BIK	9606.ENSP00000357625	9606.ENSP00000216115	0	0	0	0	0	0.074	0	0.625	0.637
BNIP3	EPAS1	9606.ENSP00000357625	9606.ENSP00000263734	0	0	0	0	0.042	0	0	0.745	0.746
BNIP3	MAP1B	9606.ENSP00000357625	9606.ENSP00000296755	0	0	0	0	0.072	0	0	0.664	0.674
BNIP3	BOK	9606.ENSP00000357625	9606.ENSP00000314132	0	0	0	0	0	0.045	0	0.490	0.492
BNIP3	S100A4	9606.ENSP00000357625	9606.ENSP00000357704	0	0	0	0	0	0	0	0.417	0.416
BNIP3	ALDOC	9606.ENSP00000357625	9606.ENSP00000378731	0	0	0	0	0.182	0	0	0.355	0.450
BNIP3	IDH1	9606.ENSP00000357625	9606.ENSP00000390265	0	0	0	0	0.068	0	0	0.498	0.512
BNIP3	NR4A1	9606.ENSP00000357625	9606.ENSP00000440864	0	0	0	0	0	0	0	0.524	0.524
BNIP3	SOD2	9606.ENSP00000357625	9606.ENSP00000446252	0	0	0	0	0.146	0	0	0.474	0.532
BNIP3	FOXO1	9606.ENSP00000357625	9606.ENSP00000368880	0	0	0	0	0.049	0	0	0.569	0.572
BNIP3	OPTN	9606.ENSP00000357625	9606.ENSP00000368022	0	0	0	0	0.056	0	0	0.605	0.611
BOC	TNNT1	9606.ENSP00000273395	9606.ENSP00000467176	0	0	0	0	0.055	0	0	0.552	0.558
BOK	BIK	9606.ENSP00000314132	9606.ENSP00000216115	0	0	0	0	0	0	0	0.721	0.721
BOK	BNIP3	9606.ENSP00000314132	9606.ENSP00000357625	0	0	0	0	0	0.045	0	0.490	0.492
BTD	C7	9606.ENSP00000500193	9606.ENSP00000322061	0	0	0	0	0.109	0	0	0.409	0.451
BTD	PCCA	9606.ENSP00000500193	9606.ENSP00000365462	0.051	0	0	0	0.059	0.091	0	0.778	0.796
BTD	SUCLA2	9606.ENSP00000500193	9606.ENSP00000494360	0.061	0	0	0	0.099	0	0	0.384	0.434
BTD	SLC19A3	9606.ENSP00000500193	9606.ENSP00000495385	0	0	0	0	0.062	0	0	0.726	0.732
BTD	PC	9606.ENSP00000500193	9606.ENSP00000498994	0	0	0	0	0.067	0	0	0.902	0.905
C14orf180	PLIN1	9606.ENSP00000333041	9606.ENSP00000300055	0	0	0	0	0.245	0	0	0.298	0.447
C14orf180	CD300LG	9606.ENSP00000333041	9606.ENSP00000321005	0	0	0	0	0.197	0	0	0.371	0.473
C14orf180	TRARG1	9606.ENSP00000333041	9606.ENSP00000329548	0	0	0	0	0.509	0	0	0.273	0.628
C14orf180	MRAP	9606.ENSP00000333041	9606.ENSP00000382684	0	0	0	0	0.406	0	0	0	0.406
C15orf48	UQCRC2	9606.ENSP00000341610	9606.ENSP00000268379	0	0	0	0	0	0.225	0.540	0	0.628
C7	SERPING1	9606.ENSP00000322061	9606.ENSP00000278407	0	0	0	0	0.176	0	0	0.359	0.450
C7	ADH1B	9606.ENSP00000322061	9606.ENSP00000306606	0	0	0	0	0.441	0	0	0	0.441
C7	SPARCL1	9606.ENSP00000322061	9606.ENSP00000414856	0	0	0	0	0.231	0	0	0.259	0.406
C7	BTD	9606.ENSP00000322061	9606.ENSP00000500193	0	0	0	0	0.109	0	0	0.409	0.451
C7	RBP4	9606.ENSP00000322061	9606.ENSP00000360522	0	0	0	0	0.067	0	0	0.449	0.463
C7	CFH	9606.ENSP00000322061	9606.ENSP00000356399	0	0	0	0.550	0.166	0	0	0.471	0.539
CA3	RNASE1	9606.ENSP00000285381	9606.ENSP00000381057	0	0	0	0	0.062	0	0	0.468	0.479
CA3	CA4	9606.ENSP00000285381	9606.ENSP00000300900	0	0	0.156	0.768	0.054	0	0	0.822	0.845
CA4	CA3	9606.ENSP00000300900	9606.ENSP00000285381	0	0	0.156	0.768	0.054	0	0	0.822	0.845
CA4	CKB	9606.ENSP00000300900	9606.ENSP00000299198	0	0	0	0	0.088	0.045	0	0.409	0.440
CA4	LEP	9606.ENSP00000300900	9606.ENSP00000312652	0	0	0	0	0.053	0	0	0.413	0.421
CALB2	SOX9	9606.ENSP00000307508	9606.ENSP00000245479	0	0	0	0	0.124	0.046	0	0.467	0.515
CALB2	FOS	9606.ENSP00000307508	9606.ENSP00000306245	0	0	0	0	0	0.063	0	0.462	0.475
CALB2	NQO1	9606.ENSP00000307508	9606.ENSP00000319788	0	0	0	0	0.044	0	0	0.426	0.427
CALB2	MYO6	9606.ENSP00000307508	9606.ENSP00000358994	0	0	0	0	0	0.301	0	0.226	0.436
CALB2	PENK	9606.ENSP00000307508	9606.ENSP00000400894	0	0	0	0	0.087	0	0	0.456	0.482
CALB2	THBD	9606.ENSP00000307508	9606.ENSP00000366307	0	0	0	0	0.044	0.109	0	0.480	0.518
CALB2	SRPX2	9606.ENSP00000307508	9606.ENSP00000362095	0	0	0	0	0.058	0	0	0.578	0.585
CALB2	MME	9606.ENSP00000307508	9606.ENSP00000418525	0	0	0	0	0.087	0	0	0.621	0.639
CALB2	ENO2	9606.ENSP00000307508	9606.ENSP00000437402	0	0	0	0	0.117	0.114	0	0.587	0.649
CALB2	RELN	9606.ENSP00000307508	9606.ENSP00000392423	0	0	0	0	0.080	0	0	0.682	0.695
CAPN6	GYG2	9606.ENSP00000317214	9606.ENSP00000370555	0	0	0	0	0.087	0	0	0.398	0.427
CAPS	TUBB2A	9606.ENSP00000498855	9606.ENSP00000369703	0	0	0	0	0	0.525	0	0.081	0.546
CASQ2	TNNT1	9606.ENSP00000261448	9606.ENSP00000467176	0	0	0	0	0.150	0.046	0	0.342	0.420
CASQ2	CKMT2	9606.ENSP00000261448	9606.ENSP00000404203	0	0	0	0	0.255	0.046	0	0.250	0.421
CASQ2	HSPB7	9606.ENSP00000261448	9606.ENSP00000364870	0	0	0	0	0.322	0.052	0	0.175	0.424
CASQ2	CRYAB	9606.ENSP00000261448	9606.ENSP00000433560	0	0	0	0	0.160	0.052	0	0.368	0.453
CASQ2	SYNPO2	9606.ENSP00000261448	9606.ENSP00000306015	0	0	0	0	0.432	0.050	0	0.090	0.466
CASQ2	KCNJ8	9606.ENSP00000261448	9606.ENSP00000499300	0	0	0	0	0.074	0	0	0.454	0.473
CASQ2	LMOD1	9606.ENSP00000261448	9606.ENSP00000356257	0	0	0	0	0.336	0.045	0	0.312	0.526
CASQ2	MYOM1	9606.ENSP00000261448	9606.ENSP00000348821	0	0	0	0	0.314	0.107	0	0.314	0.543
CASQ2	ADM	9606.ENSP00000261448	9606.ENSP00000436607	0	0	0	0	0	0	0	0.552	0.552
CASQ2	ANK2	9606.ENSP00000261448	9606.ENSP00000349588	0	0	0	0	0.094	0.098	0	0.507	0.562
CASQ2	EPB41L4B	9606.ENSP00000261448	9606.ENSP00000363694	0	0	0	0	0	0.441	0	0.430	0.667
CAV1	MYOC	9606.ENSP00000339191	9606.ENSP00000037502	0	0	0	0	0.050	0	0	0.463	0.468
CAV1	CAV2	9606.ENSP00000339191	9606.ENSP00000222693	0	0	0.106	0.852	0.794	0.829	0.900	0.985	0.999
CAV1	CCL2	9606.ENSP00000339191	9606.ENSP00000225831	0	0	0	0	0.074	0	0	0.638	0.650
CAV1	EGR1	9606.ENSP00000339191	9606.ENSP00000239938	0	0	0	0	0.042	0.043	0	0.565	0.566
CAV1	PTGIS	9606.ENSP00000339191	9606.ENSP00000244043	0	0	0	0	0.050	0.292	0	0.243	0.446
CAV1	LIPE	9606.ENSP00000339191	9606.ENSP00000244289	0	0	0	0	0.043	0	0	0.597	0.598
CAV1	SERPINF1	9606.ENSP00000339191	9606.ENSP00000254722	0	0	0	0	0.049	0	0	0.496	0.500
CAV1	VWF	9606.ENSP00000339191	9606.ENSP00000261405	0	0	0	0	0.075	0	0	0.446	0.466
CAV1	MEOX2	9606.ENSP00000339191	9606.ENSP00000262041	0	0	0	0	0.126	0.052	0	0.442	0.497
CAV1	EPAS1	9606.ENSP00000339191	9606.ENSP00000263734	0	0	0	0	0.143	0	0	0.328	0.400
CAV1	MCAM	9606.ENSP00000339191	9606.ENSP00000264036	0	0	0	0	0.138	0.127	0.400	0.210	0.595
CAV1	FGF2	9606.ENSP00000339191	9606.ENSP00000264498	0	0	0	0	0.128	0	0	0.450	0.500
CAV1	TIMP3	9606.ENSP00000339191	9606.ENSP00000266085	0	0	0	0	0.211	0	0	0.291	0.417
CAV1	DLC1	9606.ENSP00000339191	9606.ENSP00000276297	0	0	0	0	0.098	0.510	0	0.554	0.785
CAV1	PPARG	9606.ENSP00000339191	9606.ENSP00000287820	0	0	0	0	0.085	0.516	0	0.512	0.765
CAV1	PLIN1	9606.ENSP00000339191	9606.ENSP00000300055	0	0	0	0	0.048	0	0.750	0.692	0.920
CAV1	IGFBP6	9606.ENSP00000339191	9606.ENSP00000301464	0	0	0	0	0.334	0	0	0.151	0.410
CAV1	MYRIP	9606.ENSP00000339191	9606.ENSP00000301972	0	0	0	0	0	0.292	0	0.458	0.599
CAV1	IRS1	9606.ENSP00000339191	9606.ENSP00000304895	0	0	0	0	0.087	0	0	0.709	0.722
CAV1	VAMP5	9606.ENSP00000339191	9606.ENSP00000305647	0	0	0	0	0.063	0	0	0.490	0.502
CAV1	CAVIN2	9606.ENSP00000339191	9606.ENSP00000305675	0	0	0	0	0.141	0.423	0	0.901	0.946
CAV1	LEP	9606.ENSP00000339191	9606.ENSP00000312652	0	0	0	0	0.043	0	0	0.427	0.428
CAV1	BIN1	9606.ENSP00000339191	9606.ENSP00000316779	0	0	0	0	0.088	0	0	0.479	0.505
CAV1	GPER1	9606.ENSP00000339191	9606.ENSP00000380281	0	0	0	0	0.059	0	0	0.392	0.403
CAV1	CIDEC	9606.ENSP00000339191	9606.ENSP00000373328	0	0	0	0	0.060	0	0	0.398	0.409
CAV1	DAAM1	9606.ENSP00000339191	9606.ENSP00000378557	0	0	0	0	0.044	0	0.400	0.055	0.410
CAV1	NR3C2	9606.ENSP00000339191	9606.ENSP00000350815	0	0	0	0	0.053	0.297	0	0.200	0.421
CAV1	SDC1	9606.ENSP00000339191	9606.ENSP00000370542	0	0	0	0	0.124	0	0	0.367	0.422
CAV1	S100A4	9606.ENSP00000339191	9606.ENSP00000357704	0	0	0	0	0.081	0	0	0.404	0.429
CAV1	ANXA1	9606.ENSP00000339191	9606.ENSP00000366109	0	0	0	0	0.138	0	0	0.373	0.437
CAV1	VIM	9606.ENSP00000339191	9606.ENSP00000446007	0	0	0	0	0.140	0	0	0.375	0.440
CAV1	CFH	9606.ENSP00000339191	9606.ENSP00000356399	0	0	0	0	0.109	0	0	0.416	0.457
CAV1	ID1	9606.ENSP00000339191	9606.ENSP00000365280	0	0	0	0	0.125	0.292	0	0.224	0.477
CAV1	IL33	9606.ENSP00000339191	9606.ENSP00000370842	0	0	0	0	0.075	0	0	0.486	0.504
CAV1	ANK2	9606.ENSP00000339191	9606.ENSP00000349588	0	0	0	0	0.091	0	0	0.489	0.516
CAV1	THBD	9606.ENSP00000339191	9606.ENSP00000366307	0	0	0	0	0.106	0	0	0.491	0.525
CAV1	ADIPOQ	9606.ENSP00000339191	9606.ENSP00000389814	0	0	0	0	0.049	0	0	0.524	0.527
CAV1	KCNJ8	9606.ENSP00000339191	9606.ENSP00000499300	0	0	0	0	0.092	0	0	0.508	0.534
CAV1	RHOH	9606.ENSP00000339191	9606.ENSP00000371219	0	0	0	0	0.059	0.128	0.500	0.057	0.561
CAV1	SGCE	9606.ENSP00000339191	9606.ENSP00000496268	0	0	0	0	0.204	0.094	0	0.495	0.604
CAV1	DMD	9606.ENSP00000339191	9606.ENSP00000354923	0	0	0	0	0.079	0.091	0	0.576	0.615
CAV1	AGTR1	9606.ENSP00000339191	9606.ENSP00000398832	0	0	0	0	0.072	0.424	0	0.352	0.623
CAV1	CCN1	9606.ENSP00000339191	9606.ENSP00000398736	0	0	0	0	0.272	0	0	0.545	0.654
CAV1	GJB2	9606.ENSP00000339191	9606.ENSP00000372295	0	0	0	0	0.047	0.292	0	0.530	0.655
CAV1	EDNRB	9606.ENSP00000339191	9606.ENSP00000366416	0	0	0	0	0.068	0.294	0	0.525	0.660
CAV1	ADD3	9606.ENSP00000339191	9606.ENSP00000348381	0	0	0	0	0	0.127	0.400	0.476	0.701
CAV1	RND3	9606.ENSP00000339191	9606.ENSP00000364886	0	0	0	0	0.208	0.166	0.500	0.211	0.705
CAV1	IGF1	9606.ENSP00000339191	9606.ENSP00000376637	0	0	0	0	0.054	0	0	0.728	0.731
CAV1	FN1	9606.ENSP00000339191	9606.ENSP00000346839	0	0	0	0	0.195	0	0	0.727	0.771
CAV1	FOXO1	9606.ENSP00000339191	9606.ENSP00000368880	0	0	0	0	0.044	0	0.750	0.341	0.828
CAV1	AGPAT2	9606.ENSP00000339191	9606.ENSP00000360761	0	0	0	0	0.059	0	0	0.842	0.844
CAV1	CD36	9606.ENSP00000339191	9606.ENSP00000415743	0	0	0	0	0.053	0	0	0.956	0.956
CAV2	MYOC	9606.ENSP00000222693	9606.ENSP00000037502	0	0	0	0	0.043	0	0	0.563	0.564
CAV2	VWF	9606.ENSP00000222693	9606.ENSP00000261405	0	0	0	0	0.079	0	0	0.414	0.437
CAV2	CAVIN2	9606.ENSP00000222693	9606.ENSP00000305675	0	0	0	0	0.150	0	0	0.584	0.631
CAV2	CAV1	9606.ENSP00000222693	9606.ENSP00000339191	0	0	0.106	0.852	0.794	0.829	0.900	0.985	0.999
CAVIN2	CAV2	9606.ENSP00000305675	9606.ENSP00000222693	0	0	0	0	0.150	0	0	0.584	0.631
CAVIN2	GNG11	9606.ENSP00000305675	9606.ENSP00000248564	0	0	0	0	0.444	0	0	0.063	0.457
CAVIN2	CCN1	9606.ENSP00000305675	9606.ENSP00000398736	0	0	0	0	0.055	0	0	0.414	0.422
CAVIN2	CAV1	9606.ENSP00000305675	9606.ENSP00000339191	0	0	0	0	0.141	0.423	0	0.901	0.946
CBX3	FOSB	9606.ENSP00000336687	9606.ENSP00000245919	0	0	0	0	0.055	0.082	0	0.401	0.435
CBX3	BARD1	9606.ENSP00000336687	9606.ENSP00000260947	0	0	0	0	0.083	0.644	0	0.262	0.738
CBX3	HNRNPU	9606.ENSP00000336687	9606.ENSP00000491215	0	0	0	0	0.169	0.095	0	0.481	0.576
CCDC3	SMOC2	9606.ENSP00000368102	9606.ENSP00000346537	0	0	0	0	0.256	0	0	0.304	0.460
CCDC3	SERTAD4	9606.ENSP00000368102	9606.ENSP00000355979	0	0	0	0	0.062	0	0	0.404	0.417
CCDC80	DCN	9606.ENSP00000206423	9606.ENSP00000052754	0	0	0	0	0.364	0.100	0	0.106	0.444
CCDC80	RPS24	9606.ENSP00000206423	9606.ENSP00000414321	0	0	0	0	0.142	0.309	0	0.075	0.403
CCDC80	MFAP4	9606.ENSP00000206423	9606.ENSP00000378957	0	0	0	0	0.221	0.046	0	0.262	0.404
CCDC80	FBLN2	9606.ENSP00000206423	9606.ENSP00000384169	0	0	0	0	0.229	0.091	0	0.231	0.414
CCDC80	SDC1	9606.ENSP00000206423	9606.ENSP00000370542	0	0	0	0	0.047	0	0	0.423	0.426
CCDC80	OGN	9606.ENSP00000206423	9606.ENSP00000364711	0	0	0	0	0.247	0.100	0	0.228	0.431
CCDC80	SAMD4A	9606.ENSP00000206423	9606.ENSP00000452535	0	0	0.260	0	0.067	0.066	0	0.265	0.463
CCDC80	EFEMP1	9606.ENSP00000206423	9606.ENSP00000378058	0	0	0	0	0.343	0.091	0	0.173	0.464
CCDC80	VGLL3	9606.ENSP00000206423	9606.ENSP00000381436	0	0	0	0	0.382	0	0	0.178	0.470
CCDC80	SRPX	9606.ENSP00000206423	9606.ENSP00000367794	0	0	0	0.576	0.184	0	0	0.411	0.499
CCDC80	MFAP5	9606.ENSP00000206423	9606.ENSP00000352455	0	0	0	0	0.377	0	0	0.245	0.510
CCDC80	FBN1	9606.ENSP00000206423	9606.ENSP00000325527	0	0	0	0	0.466	0.091	0	0.234	0.596
CCL2	DCN	9606.ENSP00000225831	9606.ENSP00000052754	0	0	0	0	0.098	0	0	0.370	0.407
CCL2	MS4A4A	9606.ENSP00000225831	9606.ENSP00000338648	0	0	0	0	0.087	0	0	0.370	0.400
CCL2	LIPE	9606.ENSP00000225831	9606.ENSP00000244289	0	0	0	0	0	0	0	0.400	0.400
CCL2	AOC3	9606.ENSP00000225831	9606.ENSP00000312326	0	0	0	0	0.049	0	0	0.396	0.401
CCL2	TIMP3	9606.ENSP00000225831	9606.ENSP00000266085	0	0	0	0	0.099	0	0	0.367	0.405
CCL2	ANGPTL4	9606.ENSP00000225831	9606.ENSP00000301455	0	0	0	0	0.062	0	0	0.396	0.409
CCL2	EPAS1	9606.ENSP00000225831	9606.ENSP00000263734	0	0	0	0	0.108	0	0	0.370	0.414
CCL2	FOXO1	9606.ENSP00000225831	9606.ENSP00000368880	0	0	0	0	0	0	0	0.416	0.416
CCL2	SERPING1	9606.ENSP00000225831	9606.ENSP00000278407	0	0	0	0	0.181	0	0	0.322	0.421
CCL2	LTF	9606.ENSP00000225831	9606.ENSP00000231751	0	0	0	0	0.045	0	0	0.430	0.432
CCL2	NQO1	9606.ENSP00000225831	9606.ENSP00000319788	0	0	0	0	0	0	0	0.432	0.432
CCL2	CFD	9606.ENSP00000225831	9606.ENSP00000468253	0	0	0	0	0.044	0	0	0.435	0.437
CCL2	KLF4	9606.ENSP00000225831	9606.ENSP00000363804	0	0	0	0	0.074	0	0	0.419	0.438
CCL2	ADM	9606.ENSP00000225831	9606.ENSP00000436607	0	0	0	0	0.144	0	0	0.375	0.442
CCL2	CEBPA	9606.ENSP00000225831	9606.ENSP00000427514	0	0	0	0	0	0	0	0.445	0.445
CCL2	DUSP1	9606.ENSP00000225831	9606.ENSP00000239223	0	0	0	0	0.056	0	0	0.445	0.453
CCL2	LPL	9606.ENSP00000225831	9606.ENSP00000497642	0	0	0	0	0.062	0	0	0.447	0.459
CCL2	ANXA1	9606.ENSP00000225831	9606.ENSP00000366109	0	0	0	0	0.151	0	0	0.396	0.465
CCL2	S100A4	9606.ENSP00000225831	9606.ENSP00000357704	0	0	0	0	0.140	0	0	0.419	0.479
CCL2	CST3	9606.ENSP00000225831	9606.ENSP00000381448	0	0	0	0	0.062	0	0	0.477	0.488
CCL2	EGR1	9606.ENSP00000225831	9606.ENSP00000239938	0	0	0	0	0.081	0	0	0.471	0.493
